repo_name,total_events,unique_actors,bot_events,first_event,last_event,phish_name_flag,ai_coauthor_flag,total_payload_b,events_per_actor,bot_ratio,time_span_s,events_per_second,event_type_diversity,distinct_branches,suspicious_score
FlyTri/FlyTri,1,1,1,2026-04-15 12:00:28+00:00,2026-04-15 12:00:28+00:00,False,False,600,1.0,1.0,0.0,1.0,1,0,4
naufalmulyarizki/naufalmulyarizki,1,1,1,2026-04-15 12:00:28+00:00,2026-04-15 12:00:28+00:00,False,False,640,1.0,1.0,0.0,1.0,1,0,4
DomeenoH/DomeenoH,1,1,1,2026-04-15 12:00:27+00:00,2026-04-15 12:00:27+00:00,False,False,610,1.0,1.0,0.0,1.0,1,0,4
KLGR123/KLGR123.github.io,1,1,1,2026-04-15 12:01:23+00:00,2026-04-15 12:01:23+00:00,False,False,624,1.0,1.0,0.0,1.0,1,0,4
hossainemruz/hossainemruz,1,1,1,2026-04-15 12:00:27+00:00,2026-04-15 12:00:27+00:00,False,False,624,1.0,1.0,0.0,1.0,1,0,4
CeciliaWinniekx/Evanyujishi,1,1,1,2026-04-15 12:00:27+00:00,2026-04-15 12:00:27+00:00,False,False,630,1.0,1.0,0.0,1.0,1,0,4
abian123/housing-monitor,1,1,1,2026-04-15 12:00:55+00:00,2026-04-15 12:00:55+00:00,False,False,626,1.0,1.0,0.0,1.0,1,0,4
olavmn4/PredPhasePtsLb,1,1,1,2026-04-15 12:00:55+00:00,2026-04-15 12:00:55+00:00,False,False,620,1.0,1.0,0.0,1.0,1,0,4
GlacioBoreale/site,1,1,1,2026-04-15 12:02:00+00:00,2026-04-15 12:02:00+00:00,False,False,610,1.0,1.0,0.0,1.0,1,0,4
disneys/SpiderAirport,1,1,1,2026-04-15 12:00:55+00:00,2026-04-15 12:00:55+00:00,False,False,616,1.0,1.0,0.0,1.0,1,0,4
evilgodfahim/pb,1,1,1,2026-04-15 12:00:46+00:00,2026-04-15 12:00:46+00:00,False,False,606,1.0,1.0,0.0,1.0,1,0,4
dj25548/dj25548,1,1,1,2026-04-15 12:00:45+00:00,2026-04-15 12:00:45+00:00,False,False,604,1.0,1.0,0.0,1.0,1,0,4
k-namickey/rank-tracker,1,1,1,2026-04-15 12:00:46+00:00,2026-04-15 12:00:46+00:00,False,False,622,1.0,1.0,0.0,1.0,1,0,4
EpicEfeathers/wb,1,1,1,2026-04-15 12:00:27+00:00,2026-04-15 12:00:27+00:00,False,False,606,1.0,1.0,0.0,1.0,1,0,4
darrenthetrainfan-cloud/MTA-Monitor,1,1,1,2026-04-15 12:00:27+00:00,2026-04-15 12:00:27+00:00,False,False,646,1.0,1.0,0.0,1.0,1,0,4
Dark1658/Dark1658,1,1,1,2026-04-15 12:02:06+00:00,2026-04-15 12:02:06+00:00,False,False,608,1.0,1.0,0.0,1.0,1,0,4
jamesssssssssssssssssssssssss/prolific-slack-notifier,1,1,1,2026-04-15 12:00:27+00:00,2026-04-15 12:00:27+00:00,False,False,682,1.0,1.0,0.0,1.0,1,0,4
chengemnoip/gemini-cli,1,1,1,2026-04-15 12:02:06+00:00,2026-04-15 12:02:06+00:00,False,False,590,1.0,1.0,0.0,1.0,1,0,4
evilgodfahim/dc,1,1,1,2026-04-15 12:00:27+00:00,2026-04-15 12:00:27+00:00,False,False,606,1.0,1.0,0.0,1.0,1,0,4
kadirsener1/METV,1,1,1,2026-04-15 12:00:27+00:00,2026-04-15 12:00:27+00:00,False,False,608,1.0,1.0,0.0,1.0,1,0,4
kp-forks/mattermost-server,1,1,1,2026-04-15 12:02:06+00:00,2026-04-15 12:02:06+00:00,False,False,768,1.0,1.0,0.0,1.0,1,0,4
aalanwyr/TensorRT-LLM,1,1,1,2026-04-15 12:02:06+00:00,2026-04-15 12:02:06+00:00,False,False,588,1.0,1.0,0.0,1.0,1,0,4
alimtvnetwork/gitmap-v2,1,1,1,2026-04-15 12:00:58+00:00,2026-04-15 12:00:58+00:00,False,False,615,1.0,1.0,0.0,1.0,1,0,4
gabe565/portfolio,1,1,1,2026-04-15 12:01:59+00:00,2026-04-15 12:01:59+00:00,False,False,645,1.0,1.0,0.0,1.0,1,0,4
Edward-Roshan/Edward-Roshan,1,1,1,2026-04-15 12:00:28+00:00,2026-04-15 12:00:28+00:00,False,False,628,1.0,1.0,0.0,1.0,1,0,4
JoannaEmmie/8.4,1,1,1,2026-04-15 12:02:02+00:00,2026-04-15 12:02:02+00:00,False,False,604,1.0,1.0,0.0,1.0,1,0,4
voncouver/spp-slack-webhook,1,1,1,2026-04-15 12:00:46+00:00,2026-04-15 12:00:46+00:00,False,False,632,1.0,1.0,0.0,1.0,1,0,4
cwiewel/fantasy-hockey-tracker,1,1,1,2026-04-15 12:00:52+00:00,2026-04-15 12:00:52+00:00,False,False,636,1.0,1.0,0.0,1.0,1,0,4
mascimax/Pluto-TV-Playlists,1,1,1,2026-04-15 12:00:52+00:00,2026-04-15 12:00:52+00:00,False,False,630,1.0,1.0,0.0,1.0,1,0,4
kusl/webheartbeat,1,1,1,2026-04-15 12:02:00+00:00,2026-04-15 12:02:00+00:00,False,False,768,1.0,1.0,0.0,1.0,1,0,4
croesemack/migu_video,1,1,1,2026-04-15 12:02:00+00:00,2026-04-15 12:02:00+00:00,False,False,618,1.0,1.0,0.0,1.0,1,0,4
Katherine0723/7462-sepsis-monitor,1,1,1,2026-04-15 12:00:50+00:00,2026-04-15 12:00:50+00:00,False,False,640,1.0,1.0,0.0,1.0,1,0,4
indmdev/telegram-summary-bot,2,1,0,2026-04-15 12:00:47+00:00,2026-04-15 12:01:57+00:00,True,False,1206,2.0,0.0,70.0,0.02857142857142857,1,0,4
alexmsantos/data,1,1,1,2026-04-15 12:00:47+00:00,2026-04-15 12:00:47+00:00,False,False,606,1.0,1.0,0.0,1.0,1,0,4
zklab-bot/mejulga-system,4,1,4,2026-04-15 12:00:47+00:00,2026-04-15 12:00:55+00:00,False,False,2496,4.0,1.0,8.0,0.5,1,0,4
junlee-shopl/preorder-dashboard,1,1,1,2026-04-15 12:00:47+00:00,2026-04-15 12:00:47+00:00,False,False,640,1.0,1.0,0.0,1.0,1,0,4
albash-builds/dj-newswire,1,1,1,2026-04-15 12:02:02+00:00,2026-04-15 12:02:02+00:00,False,False,626,1.0,1.0,0.0,1.0,1,0,4
qolbudr/proxy-checker,1,1,1,2026-04-15 12:00:47+00:00,2026-04-15 12:00:47+00:00,False,False,618,1.0,1.0,0.0,1.0,1,0,4
ugliestie/wplace-tomsk,1,1,1,2026-04-15 12:00:47+00:00,2026-04-15 12:00:47+00:00,False,False,620,1.0,1.0,0.0,1.0,1,0,4
google-marketing-solutions/shopping-report-builder,1,1,1,2026-04-15 12:02:02+00:00,2026-04-15 12:02:02+00:00,False,False,913,1.0,1.0,0.0,1.0,1,1,4
beyond1748/monad-stats,1,1,1,2026-04-15 12:00:47+00:00,2026-04-15 12:00:47+00:00,False,False,620,1.0,1.0,0.0,1.0,1,0,4
Ph1so/phlux2.0,1,1,1,2026-04-15 12:00:47+00:00,2026-04-15 12:00:47+00:00,False,False,602,1.0,1.0,0.0,1.0,1,0,4
SrcsProdPDXCanaryUser/github-Delete,1,1,1,2026-04-15 12:00:47+00:00,2026-04-15 12:00:47+00:00,False,False,659,1.0,1.0,0.0,1.0,1,0,4
yunsdfg/BVXFSDFWE,1,1,1,2026-04-15 12:00:52+00:00,2026-04-15 12:00:52+00:00,False,False,610,1.0,1.0,0.0,1.0,1,0,4
turnglf/BVCFGSD,1,1,1,2026-04-15 12:00:52+00:00,2026-04-15 12:00:52+00:00,False,False,606,1.0,1.0,0.0,1.0,1,0,4
ordonesmemhzin/auto-green,1,1,1,2026-04-15 12:02:00+00:00,2026-04-15 12:02:00+00:00,False,False,624,1.0,1.0,0.0,1.0,1,0,4
KotomiMitsutakaOgawa/AutoGreen,1,1,1,2026-04-15 12:00:46+00:00,2026-04-15 12:00:46+00:00,False,False,636,1.0,1.0,0.0,1.0,1,0,4
dppalukuri/BlackHole,1,1,1,2026-04-15 12:02:00+00:00,2026-04-15 12:02:00+00:00,False,False,683,1.0,1.0,0.0,1.0,1,0,4
huzairuje/huzairuje,1,1,1,2026-04-15 12:00:46+00:00,2026-04-15 12:00:46+00:00,False,False,614,1.0,1.0,0.0,1.0,1,0,4
diyros/CloudflareIP,1,1,1,2026-04-15 12:02:00+00:00,2026-04-15 12:02:00+00:00,False,False,780,1.0,1.0,0.0,1.0,1,0,4
Rick110102/pm10_antm,1,1,1,2026-04-15 12:00:46+00:00,2026-04-15 12:00:46+00:00,False,False,616,1.0,1.0,0.0,1.0,1,0,4
Dinozavr927/scrut,1,1,1,2026-04-15 12:02:00+00:00,2026-04-15 12:02:00+00:00,False,False,610,1.0,1.0,0.0,1.0,1,0,4
parabecontma45643/parabecontma45643,1,1,1,2026-04-15 12:00:52+00:00,2026-04-15 12:00:52+00:00,False,False,646,1.0,1.0,0.0,1.0,1,0,4
ajcikalexjedmcderm-alt/acorns-2026,1,1,1,2026-04-15 12:00:50+00:00,2026-04-15 12:00:50+00:00,False,False,644,1.0,1.0,0.0,1.0,1,0,4
dsb-bot/dsb-database,1,1,1,2026-04-15 12:02:03+00:00,2026-04-15 12:02:03+00:00,False,False,587,1.0,1.0,0.0,1.0,1,0,4
Nizar-Bd/market-actu,1,1,1,2026-04-15 12:00:52+00:00,2026-04-15 12:00:52+00:00,False,False,616,1.0,1.0,0.0,1.0,1,0,4
KAqvNb/11,1,1,1,2026-04-15 12:02:00+00:00,2026-04-15 12:02:00+00:00,False,False,592,1.0,1.0,0.0,1.0,1,0,4
MockLast/fast_aut_001,1,1,1,2026-04-15 12:00:50+00:00,2026-04-15 12:00:50+00:00,False,False,616,1.0,1.0,0.0,1.0,1,0,4
alikuxac/alikuxac,1,1,1,2026-04-15 12:00:47+00:00,2026-04-15 12:00:47+00:00,False,False,586,1.0,1.0,0.0,1.0,1,0,4
xiaopeng-ye/xiaopeng-ye,1,1,1,2026-04-15 12:00:52+00:00,2026-04-15 12:00:52+00:00,False,False,622,1.0,1.0,0.0,1.0,1,0,4
RedYara/redyara,1,1,1,2026-04-15 12:00:46+00:00,2026-04-15 12:00:46+00:00,False,False,604,1.0,1.0,0.0,1.0,1,0,4
daffe3/Exercism,1,1,1,2026-04-15 12:00:52+00:00,2026-04-15 12:00:52+00:00,False,False,645,1.0,1.0,0.0,1.0,1,1,4
Degunt/Bizcaimove-C-maras,1,1,1,2026-04-15 12:00:52+00:00,2026-04-15 12:00:52+00:00,False,False,626,1.0,1.0,0.0,1.0,1,0,4
brojangles24/Cloudflare-ZeroTrust-AdBlock,1,1,1,2026-04-15 12:00:47+00:00,2026-04-15 12:00:47+00:00,False,False,658,1.0,1.0,0.0,1.0,1,0,4
wangxiaobo23/newzubo,1,1,1,2026-04-15 12:00:47+00:00,2026-04-15 12:00:47+00:00,False,False,616,1.0,1.0,0.0,1.0,1,0,4
trasopereadh34534563/trasopereadh34534563,1,1,1,2026-04-15 12:01:01+00:00,2026-04-15 12:01:01+00:00,False,False,658,1.0,1.0,0.0,1.0,1,0,4
xtoolkit/TVC,1,1,1,2026-04-15 12:00:50+00:00,2026-04-15 12:00:50+00:00,False,False,598,1.0,1.0,0.0,1.0,1,0,4
iREACH-UBC/CCAS_Dashboard,1,1,1,2026-04-15 12:01:59+00:00,2026-04-15 12:01:59+00:00,False,False,796,1.0,1.0,0.0,1.0,1,0,4
kinkate18nic/kerala_flashflood_alert,1,1,1,2026-04-15 12:00:58+00:00,2026-04-15 12:00:58+00:00,False,False,648,1.0,1.0,0.0,1.0,1,0,4
Terrificdatabytes/anna-univ-notifications,1,1,1,2026-04-15 12:00:58+00:00,2026-04-15 12:00:58+00:00,False,False,658,1.0,1.0,0.0,1.0,1,0,4
camelweiming/rss,1,1,1,2026-04-15 12:01:59+00:00,2026-04-15 12:01:59+00:00,False,False,608,1.0,1.0,0.0,1.0,1,0,4
INF-UFRGS-Ontologies/COPI,1,1,1,2026-04-15 12:00:58+00:00,2026-04-15 12:00:58+00:00,False,False,820,1.0,1.0,0.0,1.0,1,0,4
thblees/trading-command-center,1,1,1,2026-04-15 12:01:59+00:00,2026-04-15 12:01:59+00:00,False,False,636,1.0,1.0,0.0,1.0,1,0,4
soenneker/soenneker.github.client.http,1,1,1,2026-04-15 12:00:57+00:00,2026-04-15 12:00:57+00:00,False,False,707,1.0,1.0,0.0,1.0,1,1,4
Lois888/Lois888,1,1,1,2026-04-15 12:00:56+00:00,2026-04-15 12:00:56+00:00,False,False,604,1.0,1.0,0.0,1.0,1,0,4
elvinjoanneswc9e0/yqlzm-6,1,1,1,2026-04-15 12:00:56+00:00,2026-04-15 12:00:56+00:00,False,False,624,1.0,1.0,0.0,1.0,1,0,4
arkhanarkhan82/statis_streaming_site,1,1,1,2026-04-15 12:00:56+00:00,2026-04-15 12:00:56+00:00,False,False,648,1.0,1.0,0.0,1.0,1,0,4
YWA233/Github-YWA233,1,1,1,2026-04-15 12:00:58+00:00,2026-04-15 12:00:58+00:00,False,False,614,1.0,1.0,0.0,1.0,1,0,4
shaungqiagnlixiangyang/autolv,1,1,1,2026-04-15 12:01:59+00:00,2026-04-15 12:01:59+00:00,False,False,632,1.0,1.0,0.0,1.0,1,0,4
tponfg/BBGFNHYD,1,1,1,2026-04-15 12:00:52+00:00,2026-04-15 12:00:52+00:00,False,False,606,1.0,1.0,0.0,1.0,1,0,4
anurag-panda-dev/anurag-panda-dev.github.io,1,1,1,2026-04-15 12:01:59+00:00,2026-04-15 12:01:59+00:00,False,False,662,1.0,1.0,0.0,1.0,1,0,4
SaDaGoPia/SaDaGoPia,1,1,1,2026-04-15 12:01:59+00:00,2026-04-15 12:01:59+00:00,False,False,614,1.0,1.0,0.0,1.0,1,0,4
MiloChildv/Childv,1,1,1,2026-04-15 12:01:02+00:00,2026-04-15 12:01:02+00:00,False,False,610,1.0,1.0,0.0,1.0,1,0,4
noworl/infoworld,1,1,1,2026-04-15 12:01:02+00:00,2026-04-15 12:01:02+00:00,False,False,610,1.0,1.0,0.0,1.0,1,0,4
1207086173/Github-1207086173,1,1,1,2026-04-15 12:00:58+00:00,2026-04-15 12:00:58+00:00,False,False,630,1.0,1.0,0.0,1.0,1,0,4
owenseay/stock-checker,1,1,1,2026-04-15 12:00:58+00:00,2026-04-15 12:00:58+00:00,False,False,622,1.0,1.0,0.0,1.0,1,0,4
russss/power-outage-history,1,1,1,2026-04-15 12:00:58+00:00,2026-04-15 12:00:58+00:00,False,False,628,1.0,1.0,0.0,1.0,1,0,4
atian888/metropol-events,1,1,1,2026-04-15 12:00:50+00:00,2026-04-15 12:00:50+00:00,False,False,624,1.0,1.0,0.0,1.0,1,0,4
REVREBEL/rrlink,1,1,1,2026-04-15 12:00:47+00:00,2026-04-15 12:00:47+00:00,False,False,724,1.0,1.0,0.0,1.0,1,0,4
xblack199/SecLists,1,1,1,2026-04-15 12:00:52+00:00,2026-04-15 12:00:52+00:00,False,False,612,1.0,1.0,0.0,1.0,1,0,4
mathang292004-dev/my-cloudformation-project,1,1,1,2026-04-15 12:00:47+00:00,2026-04-15 12:00:47+00:00,False,False,8790,1.0,1.0,0.0,1.0,1,0,4
libai202505-prog/weather-websites-of-y,1,1,1,2026-04-15 12:02:02+00:00,2026-04-15 12:02:02+00:00,False,False,656,1.0,1.0,0.0,1.0,1,0,4
PalmyW/ranked-predictor,1,1,1,2026-04-15 12:00:47+00:00,2026-04-15 12:00:47+00:00,False,False,626,1.0,1.0,0.0,1.0,1,0,4
Viishnu07/NOC-Monitoring,1,1,1,2026-04-15 12:00:47+00:00,2026-04-15 12:00:47+00:00,False,False,624,1.0,1.0,0.0,1.0,1,0,4
ricardosouzag/ricardosouzag.github.io,1,1,1,2026-04-15 12:00:50+00:00,2026-04-15 12:00:50+00:00,False,False,650,1.0,1.0,0.0,1.0,1,0,4
goofy166/ibird-feeds,1,1,1,2026-04-15 12:00:47+00:00,2026-04-15 12:00:47+00:00,False,False,616,1.0,1.0,0.0,1.0,1,0,4
Uchida16104/Scan-Report,1,1,1,2026-04-15 12:00:58+00:00,2026-04-15 12:00:58+00:00,False,False,620,1.0,1.0,0.0,1.0,1,0,4
rhtap-perf-test/nodejs-devfile-sample-stgrh01cm-jhutar-1-tenant,1,1,1,2026-04-15 12:00:50+00:00,2026-04-15 12:00:50+00:00,False,False,921,1.0,1.0,0.0,1.0,1,0,4
infofase/Web-Infofase,1,1,1,2026-04-15 12:00:50+00:00,2026-04-15 12:00:50+00:00,False,False,618,1.0,1.0,0.0,1.0,1,0,4
r-universe/maggiexma,1,1,1,2026-04-15 12:01:49+00:00,2026-04-15 12:01:49+00:00,False,False,774,1.0,1.0,0.0,1.0,1,0,4
lonnyzhang423/toutiao-hot-hub,1,1,1,2026-04-15 12:02:00+00:00,2026-04-15 12:02:00+00:00,False,False,632,1.0,1.0,0.0,1.0,1,0,4
parsamrrelax/multi-proxy-config-fetcher,1,1,1,2026-04-15 12:00:52+00:00,2026-04-15 12:00:52+00:00,False,False,652,1.0,1.0,0.0,1.0,1,0,4
c9a2b8d4e4f1a9b6ce5d8a1f3c7b2/OASS,1,1,1,2026-04-15 12:00:58+00:00,2026-04-15 12:00:58+00:00,False,False,646,1.0,1.0,0.0,1.0,1,0,4
lwsfw15/lwsfw,1,1,1,2026-04-15 12:00:58+00:00,2026-04-15 12:00:58+00:00,False,False,600,1.0,1.0,0.0,1.0,1,0,4
JacobLucyxvyrq/Alvismiewanjiang,1,1,1,2026-04-15 12:00:28+00:00,2026-04-15 12:00:28+00:00,False,False,638,1.0,1.0,0.0,1.0,1,0,4
Androidacy/statuspage,1,1,1,2026-04-15 12:00:27+00:00,2026-04-15 12:00:27+00:00,False,False,788,1.0,1.0,0.0,1.0,1,0,4
laylaPerez85/TapSwap,1,1,1,2026-04-15 12:00:26+00:00,2026-04-15 12:00:26+00:00,False,False,618,1.0,1.0,0.0,1.0,1,0,4
unknownman2024/assetz,3,1,3,2026-04-15 12:01:53+00:00,2026-04-15 12:01:58+00:00,False,False,1854,3.0,1.0,5.0,0.6,1,0,4
AstridCocker/Cocker,1,1,1,2026-04-15 12:01:02+00:00,2026-04-15 12:01:02+00:00,False,False,614,1.0,1.0,0.0,1.0,1,0,4
srhady/crichd-speical-live-event,1,1,1,2026-04-15 12:01:02+00:00,2026-04-15 12:01:02+00:00,False,False,640,1.0,1.0,0.0,1.0,1,0,4
teamyodahost/statuspage,1,1,1,2026-04-15 12:01:53+00:00,2026-04-15 12:01:53+00:00,False,False,796,1.0,1.0,0.0,1.0,1,0,4
AirOoO-bot/CY_Prediction,1,1,1,2026-04-15 12:01:28+00:00,2026-04-15 12:01:28+00:00,False,False,562,1.0,1.0,0.0,1.0,1,1,4
GalsworthyUptonch/Joansuntutong,1,1,1,2026-04-15 12:01:28+00:00,2026-04-15 12:01:28+00:00,False,False,638,1.0,1.0,0.0,1.0,1,0,4
scribelia-org/scribelia-status,1,1,1,2026-04-15 12:01:28+00:00,2026-04-15 12:01:28+00:00,False,False,818,1.0,1.0,0.0,1.0,1,0,4
rapierpits/MammaMia,1,1,1,2026-04-15 12:01:28+00:00,2026-04-15 12:01:28+00:00,False,False,612,1.0,1.0,0.0,1.0,1,0,4
ChadAnselhgw/Christianaguannifeng,1,1,1,2026-04-15 12:01:28+00:00,2026-04-15 12:01:28+00:00,False,False,642,1.0,1.0,0.0,1.0,1,0,4
Slamdunk/php-errorhandler-legacy,1,1,1,2026-04-15 12:01:28+00:00,2026-04-15 12:01:28+00:00,False,False,656,1.0,1.0,0.0,1.0,1,1,4
totto/wiki,1,1,1,2026-04-15 12:01:53+00:00,2026-04-15 12:01:53+00:00,False,False,600,1.0,1.0,0.0,1.0,1,0,4
atomlong/V2ray-Config,1,1,1,2026-04-15 12:01:28+00:00,2026-04-15 12:01:28+00:00,False,False,616,1.0,1.0,0.0,1.0,1,0,4
stefanpejcic/status.openpanel.com,1,1,1,2026-04-15 12:01:23+00:00,2026-04-15 12:01:23+00:00,False,False,642,1.0,1.0,0.0,1.0,1,0,4
zinx28/zinx28,1,1,1,2026-04-15 12:01:23+00:00,2026-04-15 12:01:23+00:00,False,False,600,1.0,1.0,0.0,1.0,1,0,4
jjurzak/jjurzak,1,1,1,2026-04-15 12:01:23+00:00,2026-04-15 12:01:23+00:00,False,False,606,1.0,1.0,0.0,1.0,1,0,4
liuqinh2s/coin_scanner,1,1,1,2026-04-15 12:01:23+00:00,2026-04-15 12:01:23+00:00,False,False,620,1.0,1.0,0.0,1.0,1,0,4
bemal0/test-01,1,1,1,2026-04-15 12:01:53+00:00,2026-04-15 12:01:53+00:00,False,False,602,1.0,1.0,0.0,1.0,1,0,4
nlecoy/home-ops,1,1,1,2026-04-15 12:01:53+00:00,2026-04-15 12:01:53+00:00,False,False,609,1.0,1.0,0.0,1.0,1,0,4
MasaichiMatsuzakaKita/AutoGreen,1,1,1,2026-04-15 12:01:02+00:00,2026-04-15 12:01:02+00:00,False,False,638,1.0,1.0,0.0,1.0,1,0,4
mauforonda/geodatos,1,1,1,2026-04-15 12:02:06+00:00,2026-04-15 12:02:06+00:00,False,False,614,1.0,1.0,0.0,1.0,1,0,4
vinciber/morning-briefing,1,1,1,2026-04-15 12:00:34+00:00,2026-04-15 12:00:34+00:00,False,False,626,1.0,1.0,0.0,1.0,1,0,4
yoshobanta/KharidLo-2.0,1,1,1,2026-04-15 12:00:34+00:00,2026-04-15 12:00:34+00:00,False,False,622,1.0,1.0,0.0,1.0,1,0,4
bonnardadrien51/testTBV,1,1,1,2026-04-15 12:00:30+00:00,2026-04-15 12:00:30+00:00,False,False,622,1.0,1.0,0.0,1.0,1,0,4
soenneker/soenneker.sonarr.openapiclient,1,1,1,2026-04-15 12:00:30+00:00,2026-04-15 12:00:30+00:00,False,False,731,1.0,1.0,0.0,1.0,1,1,4
bestony/TiddlyWiki5,1,1,1,2026-04-15 12:00:30+00:00,2026-04-15 12:00:30+00:00,False,False,584,1.0,1.0,0.0,1.0,1,0,4
dlough87/warden,1,1,1,2026-04-15 12:00:30+00:00,2026-04-15 12:00:30+00:00,False,False,554,1.0,1.0,0.0,1.0,1,0,4
chilewen/hupu-monitor,1,1,1,2026-04-15 12:00:30+00:00,2026-04-15 12:00:30+00:00,False,False,618,1.0,1.0,0.0,1.0,1,0,4
TheCodingDad-TisonK/FS25_RandomWorldEvents,1,1,1,2026-04-15 12:02:04+00:00,2026-04-15 12:02:04+00:00,False,False,669,1.0,1.0,0.0,1.0,1,0,4
hero1898/hero1898.github.io,1,1,1,2026-04-15 12:02:05+00:00,2026-04-15 12:02:05+00:00,False,False,628,1.0,1.0,0.0,1.0,1,0,4
xocomil/log-observable,1,1,1,2026-04-15 12:00:34+00:00,2026-04-15 12:00:34+00:00,False,False,621,1.0,1.0,0.0,1.0,1,0,4
collinmyshot/fantasy-baseball-projection-updater-pipeline,1,1,1,2026-04-15 12:00:34+00:00,2026-04-15 12:00:34+00:00,False,False,690,1.0,1.0,0.0,1.0,1,0,4
YaeMoneYasutaro/AutoGreen,1,1,1,2026-04-15 12:00:34+00:00,2026-04-15 12:00:34+00:00,False,False,626,1.0,1.0,0.0,1.0,1,0,4
pandaedward/ProxyCollector,1,1,1,2026-04-15 12:00:34+00:00,2026-04-15 12:00:34+00:00,False,False,628,1.0,1.0,0.0,1.0,1,0,4
victoryw/automatic-deployment-demo,2,1,2,2026-04-15 12:00:34+00:00,2026-04-15 12:00:50+00:00,False,False,1297,2.0,1.0,16.0,0.125,1,0,4
DoctorDeFi/ftdashboard,1,1,1,2026-04-15 12:00:34+00:00,2026-04-15 12:00:34+00:00,False,False,620,1.0,1.0,0.0,1.0,1,0,4
freddishio/oiix-notam-watcher,1,1,1,2026-04-15 12:00:34+00:00,2026-04-15 12:00:34+00:00,False,False,634,1.0,1.0,0.0,1.0,1,0,4
louisadamian/sigmet-geojson,1,1,1,2026-04-15 12:00:34+00:00,2026-04-15 12:00:34+00:00,False,False,628,1.0,1.0,0.0,1.0,1,0,4
haru-256/ml-sandbox,1,1,1,2026-04-15 12:00:34+00:00,2026-04-15 12:00:34+00:00,False,False,638,1.0,1.0,0.0,1.0,1,1,4
ValeriiDunkel/FemidaClasses,1,1,1,2026-04-15 12:01:28+00:00,2026-04-15 12:01:28+00:00,False,False,630,1.0,1.0,0.0,1.0,1,0,4
DannyYuan/tw_news_stock,1,1,1,2026-04-15 12:01:53+00:00,2026-04-15 12:01:53+00:00,False,False,622,1.0,1.0,0.0,1.0,1,0,4
soenneker/soenneker.ups.httpclients,3,1,3,2026-04-15 12:00:30+00:00,2026-04-15 12:00:46+00:00,False,False,2000,3.0,1.0,16.0,0.1875,3,1,4
shifengbin/News,1,1,1,2026-04-15 12:01:32+00:00,2026-04-15 12:01:32+00:00,False,False,606,1.0,1.0,0.0,1.0,1,0,4
BcryptNet/bcrypt.net,2,1,2,2026-04-15 12:01:22+00:00,2026-04-15 12:01:23+00:00,False,False,1590,2.0,1.0,1.0,2.0,1,0,4
roprojects/weather,1,1,1,2026-04-15 12:01:22+00:00,2026-04-15 12:01:22+00:00,False,False,612,1.0,1.0,0.0,1.0,1,0,4
JNewman-cell/AutomatedResumeDevelopment,1,1,1,2026-04-15 12:01:22+00:00,2026-04-15 12:01:22+00:00,False,False,652,1.0,1.0,0.0,1.0,1,0,4
mdri141592654/Screener_vix,1,1,1,2026-04-15 12:01:22+00:00,2026-04-15 12:01:22+00:00,False,False,628,1.0,1.0,0.0,1.0,1,0,4
NelsonDane/escargatoire,3,1,3,2026-04-15 12:01:55+00:00,2026-04-15 12:02:05+00:00,False,False,2015,3.0,1.0,10.0,0.3,1,0,4
badalk121/badalk121,1,1,1,2026-04-15 12:01:22+00:00,2026-04-15 12:01:22+00:00,False,False,625,1.0,1.0,0.0,1.0,1,0,4
molangning/SecLists,1,1,1,2026-04-15 12:01:22+00:00,2026-04-15 12:01:22+00:00,False,False,614,1.0,1.0,0.0,1.0,1,0,4
markmcalistermd/git-sweaty,1,1,1,2026-04-15 12:01:22+00:00,2026-04-15 12:01:22+00:00,False,False,638,1.0,1.0,0.0,1.0,1,0,4
18xxachavez/auto-green,1,1,1,2026-04-15 12:01:22+00:00,2026-04-15 12:01:22+00:00,False,False,618,1.0,1.0,0.0,1.0,1,0,4
crowleyeusfordv/TodoSync,1,1,1,2026-04-15 12:01:55+00:00,2026-04-15 12:01:55+00:00,False,False,628,1.0,1.0,0.0,1.0,1,0,4
jonathanwelton/ha-sensor-data,1,1,1,2026-04-15 12:01:55+00:00,2026-04-15 12:01:55+00:00,False,False,634,1.0,1.0,0.0,1.0,1,0,4
gudokk/homework-angular,1,1,1,2026-04-15 12:01:22+00:00,2026-04-15 12:01:22+00:00,False,False,582,1.0,1.0,0.0,1.0,1,1,4
armbian/armbian.github.io,1,1,1,2026-04-15 12:01:22+00:00,2026-04-15 12:01:22+00:00,False,False,790,1.0,1.0,0.0,1.0,1,0,4
perfectuser21/cecelia,1,1,1,2026-04-15 12:01:22+00:00,2026-04-15 12:01:22+00:00,False,False,570,1.0,1.0,0.0,1.0,1,0,4
GTG0116/Alaska_MRMS,1,1,1,2026-04-15 12:01:23+00:00,2026-04-15 12:01:23+00:00,False,False,614,1.0,1.0,0.0,1.0,1,0,4
PearsonServicenqp/Minnieliangshanmao,1,1,1,2026-04-15 12:01:23+00:00,2026-04-15 12:01:23+00:00,False,False,648,1.0,1.0,0.0,1.0,1,0,4
ardittristan/FoundryModules,1,1,1,2026-04-15 12:01:23+00:00,2026-04-15 12:01:23+00:00,False,False,636,1.0,1.0,0.0,1.0,1,0,4
GTG0116/goes19fulldisk,1,1,1,2026-04-15 12:01:22+00:00,2026-04-15 12:01:22+00:00,False,False,620,1.0,1.0,0.0,1.0,1,0,4
